session_id,player_id,session_date,game_type,total_bets,total_wins,ggr,duration_minutes
S0000392,P00014,2024-06-25,Slots,4050.78,3733.21,317.57,134
S0000393,P00014,2023-06-11,Slots,4436.96,4292.86,144.1,179
S0000394,P00014,2024-02-06,Slots,4097.55,3748.92,348.63,153
S0000395,P00014,2024-10-13,Slots,2442.08,2199.32,242.76,8
S0000396,P00014,2023-09-12,Slots,243.19,220.42,22.77,133
S0000397,P00014,2024-05-30,Slots,2809.16,2612.39,196.77,78
S0000398,P00014,2024-06-19,Slots,3086.78,2992.97,93.81,41
S0000399,P00014,2023-07-28,Sports Betting,4241.35,4219.46,21.89,65
S0000400,P00014,2024-09-15,Poker,4963.48,4675.74,287.74,99
S0000401,P00014,2024-06-20,Slots,1966.79,1790.13,176.66,164
S0000402,P00014,2024-07-31,Slots,575.65,541.76,33.89,106
S0000403,P00014,2024-10-07,Slots,628.5,597.96,30.54,64
S0000404,P00014,2023-08-31,Slots,4227.25,4075.51,151.74,96
S0000405,P00014,2023-10-09,Slots,4183.23,3966.29,216.94,160
S0000406,P00014,2023-06-26,Slots,3993.49,3702.36,291.13,15
S0000407,P00014,2024-08-24,Slots,4163.47,3962.84,200.63,119
S0000408,P00014,2024-05-28,Sports Betting,4891.73,4181.3,710.43,82
S0000409,P00014,2024-10-06,Sports Betting,2794.07,2419.45,374.62,173
S0000410,P00014,2024-03-22,Poker,3336.25,3248.93,87.32,68
S0000411,P00014,2023-05-31,Table Games,1001.98,977.45,24.53,98
S0000412,P00014,2024-11-30,Slots,3652.18,3506.97,145.21,124
S0000413,P00014,2024-09-27,Table Games,3850.25,3735.44,114.81,23
S0000414,P00014,2023-10-06,Slots,3759.84,3429.91,329.93,103
S0000415,P00014,2024-05-18,Slots,3352.01,3227.04,124.97,84
S0000416,P00014,2024-12-09,Slots,2685.49,2522.11,163.38,91
S0000417,P00014,2023-11-30,Slots,2793.69,2700.79,92.9,123
S0000418,P00014,2024-12-28,Slots,4198.57,3851.42,347.15,34
S0000419,P00014,2024-07-24,Slots,1667.3,1599.4,67.9,42
S0000420,P00014,2024-01-22,Slots,566.14,542.29,23.85,53
S0000421,P00014,2024-04-22,Slots,4263.16,3949.9,313.26,96
S0000422,P00014,2024-05-25,Slots,2531.39,2450.06,81.33,58
S0000423,P00014,2024-10-23,Sports Betting,3792.22,3643.67,148.55,57
S0000424,P00014,2024-12-28,Slots,4118.08,3830.11,287.97,175
S0000425,P00014,2023-12-08,Slots,4694.01,4453.52,240.49,169
S0000426,P00014,2024-11-04,Live Casino,1268.78,1217.84,50.94,138
S0000427,P00014,2023-12-19,Slots,2638.18,2526.02,112.16,178
S0000428,P00014,2024-11-10,Slots,876.43,833.64,42.79,13
S0000429,P00014,2024-10-31,Live Casino,4291.63,4196.23,95.4,78
S0000430,P00014,2024-02-08,Slots,2783.31,2572.75,210.56,146
S0000431,P00014,2024-01-07,Poker,4626.0,4501.74,124.26,41
S0000432,P00014,2024-06-24,Sports Betting,778.42,787.36,-8.94,71
S0000433,P00014,2024-10-21,Slots,3978.91,3773.32,205.59,138
S0000434,P00014,2024-03-20,Slots,4513.23,4310.48,202.75,180
S0000435,P00014,2023-11-08,Live Casino,2757.02,2707.18,49.84,128
S0000436,P00014,2023-07-23,Live Casino,2191.59,2167.84,23.75,48
S0000437,P00014,2024-06-13,Slots,379.0,355.17,23.83,89
S0000438,P00014,2023-08-16,Poker,1512.69,1435.86,76.83,173
S0000439,P00014,2024-02-01,Slots,4704.5,4273.45,431.05,147
S0000440,P00014,2023-11-09,Sports Betting,3943.53,4098.23,-154.7,87
S0000441,P00014,2024-07-24,Slots,349.17,333.4,15.77,80
S0000442,P00014,2024-05-18,Slots,492.58,456.28,36.3,30
S0000443,P00014,2024-03-01,Slots,3925.45,3655.04,270.41,93
S0000444,P00014,2024-10-23,Poker,3904.35,3701.03,203.32,40
S0000445,P00014,2023-06-23,Live Casino,4953.61,4756.62,196.99,122
S0000446,P00014,2023-08-13,Slots,1661.33,1593.67,67.66,65
S0000447,P00014,2023-09-30,Live Casino,1970.65,1885.54,85.11,164
S0000448,P00014,2023-11-11,Slots,517.83,488.33,29.5,18
S0000449,P00014,2024-05-09,Live Casino,473.02,467.96,5.06,92
S0000450,P00015,2024-09-28,Poker,20.68,20.11,0.57,86
S0000451,P00015,2024-03-24,Poker,35.45,33.92,1.53,6
S0000452,P00015,2024-04-13,Poker,159.24,152.34,6.9,116
S0000453,P00015,2024-10-27,Poker,19.32,18.82,0.5,85
S0000454,P00015,2024-06-05,Poker,106.4,101.3,5.1,58
S0000455,P00015,2024-07-21,Poker,36.78,35.97,0.81,127
S0000456,P00015,2024-11-15,Live Casino,37.83,36.91,0.92,126
S0000457,P00015,2024-03-13,Sports Betting,93.9,80.36,13.54,122
S0000458,P00015,2024-09-03,Poker,104.84,102.74,2.1,139
S0000459,P00015,2024-07-09,Slots,79.07,74.35,4.72,40
S0000460,P00015,2024-07-13,Live Casino,137.61,135.87,1.74,108
S0000461,P00015,2024-10-17,Poker,130.61,124.89,5.72,128
S0000462,P00015,2024-06-02,Poker,46.01,43.37,2.64,20
S0000463,P00015,2024-10-10,Poker,134.69,126.72,7.97,84
S0000464,P00015,2024-07-14,Table Games,149.87,147.18,2.69,94
S0000465,P00015,2024-05-20,Live Casino,93.72,90.43,3.29,83
S0000466,P00015,2024-09-24,Poker,30.25,28.93,1.32,35
S0000467,P00015,2024-05-19,Poker,30.56,28.94,1.62,100
S0000468,P00015,2024-10-11,Poker,67.51,64.14,3.37,72
S0000469,P00015,2024-03-30,Poker,159.29,156.03,3.26,35
S0000470,P00015,2024-07-02,Sports Betting,189.35,179.83,9.52,153
S0000471,P00015,2024-06-26,Poker,198.55,187.84,10.71,16
S0000472,P00015,2024-10-22,Poker,38.19,36.96,1.23,173
S0000473,P00015,2024-10-27,Slots,97.01,90.94,6.07,70
S0000474,P00015,2024-08-18,Poker,89.74,85.71,4.03,50
S0000475,P00015,2024-07-17,Poker,173.08,169.24,3.84,108
S0000476,P00016,2024-09-05,Live Casino,236.13,228.79,7.34,47
S0000477,P00016,2023-04-11,Live Casino,1179.42,1145.24,34.18,144
S0000478,P00016,2023-10-28,Table Games,4688.25,4534.5,153.75,82
S0000479,P00016,2024-08-15,Table Games,2643.16,2579.25,63.91,119
S0000480,P00016,2023-10-21,Table Games,4142.31,4079.42,62.89,120
S0000481,P00016,2023-05-05,Table Games,1364.97,1325.75,39.22,139
S0000482,P00016,2024-08-24,Poker,3685.27,3594.04,91.23,97
S0000483,P00016,2024-05-14,Table Games,4953.69,4785.41,168.28,83
S0000484,P00016,2023-07-03,Table Games,530.08,512.31,17.77,100
S0000485,P00016,2024-07-27,Table Games,4999.79,4923.14,76.65,135
S0000486,P00016,2024-07-29,Live Casino,1444.08,1428.62,15.46,109
S0000487,P00016,2024-11-25,Sports Betting,3373.53,3213.17,160.36,109
S0000488,P00016,2024-07-27,Slots,2931.63,2732.56,199.07,23
S0000489,P00016,2024-12-06,Sports Betting,2152.24,1937.57,214.67,134
S0000490,P00016,2023-08-16,Table Games,4975.99,4917.4,58.59,56
S0000491,P00016,2023-06-26,Slots,1562.14,1444.09,118.05,12
S0000492,P00016,2023-05-29,Table Games,345.97,338.7,7.27,51
S0000493,P00016,2023-09-28,Table Games,268.06,264.89,3.17,31
S0000494,P00016,2023-10-08,Live Casino,3325.93,3225.36,100.57,151
S0000495,P00016,2024-05-14,Table Games,681.7,662.46,19.24,104
S0000496,P00016,2023-07-15,Table Games,4402.71,4337.93,64.78,59
S0000497,P00016,2023-03-04,Live Casino,1411.05,1381.34,29.71,114
S0000498,P00016,2023-06-14,Table Games,404.7,398.34,6.36,154
S0000499,P00016,2023-11-10,Table Games,667.0,658.63,8.37,152
S0000500,P00016,2024-05-18,Table Games,236.46,230.8,5.66,16
S0000501,P00016,2024-11-09,Table Games,4907.15,4779.33,127.82,63
S0000502,P00016,2023-08-19,Table Games,1576.84,1556.98,19.86,69
S0000503,P00016,2023-11-02,Table Games,2834.58,2728.99,105.59,26
S0000504,P00016,2023-08-01,Slots,240.57,219.54,21.03,62
S0000505,P00016,2023-03-07,Sports Betting,2799.12,2565.15,233.97,19
S0000506,P00016,2023-09-10,Table Games,3257.15,3179.66,77.49,60
S0000507,P00016,2024-12-13,Slots,2263.11,2172.78,90.33,91
S0000508,P00016,2024-08-24,Table Games,4032.72,3944.86,87.86,151
S0000509,P00016,2023-08-12,Table Games,3138.53,3043.9,94.63,145
S0000510,P00016,2024-05-31,Table Games,245.21,235.87,9.34,10
S0000511,P00016,2023-05-23,Slots,2640.6,2500.64,139.96,171
S0000512,P00016,2023-07-11,Table Games,1712.85,1673.95,38.9,140
S0000513,P00016,2023-11-08,Table Games,4934.84,4756.56,178.28,128
S0000514,P00016,2023-06-27,Table Games,3615.65,3503.0,112.65,50
S0000515,P00016,2024-12-09,Live Casino,1411.71,1353.52,58.19,139
S0000516,P00016,2024-12-22,Table Games,2013.01,1945.97,67.04,91
S0000517,P00016,2024-04-02,Table Games,1367.25,1347.9,19.35,74
S0000518,P00016,2023-06-20,Sports Betting,2581.43,2345.98,235.45,174
S0000519,P00016,2024-04-05,Table Games,4733.17,4675.46,57.71,11
S0000520,P00016,2023-11-28,Table Games,1349.85,1306.99,42.86,133
S0000521,P00016,2024-10-29,Table Games,2831.98,2780.88,51.1,62
S0000522,P00016,2023-02-27,Table Games,3469.0,3344.13,124.87,25
S0000523,P00016,2024-06-24,Table Games,2622.95,2567.32,55.63,56
S0000524,P00016,2024-02-20,Poker,2505.05,2443.74,61.31,127
S0000525,P00016,2024-01-24,Table Games,2102.22,2070.51,31.71,104
S0000526,P00016,2024-08-06,Live Casino,325.64,311.34,14.3,50
S0000527,P00016,2024-11-04,Table Games,2254.88,2209.52,45.36,176
S0000528,P00016,2024-09-30,Table Games,3484.67,3399.78,84.89,38
S0000529,P00016,2023-09-06,Table Games,840.71,824.05,16.66,72
S0000530,P00016,2023-08-21,Live Casino,888.02,878.28,9.74,124
S0000531,P00016,2024-03-06,Table Games,1517.33,1485.19,32.14,43
S0000532,P00016,2024-08-06,Table Games,4571.39,4392.6,178.79,110
S0000533,P00017,2024-11-01,Poker,10.18,9.92,0.26,150
S0000534,P00017,2024-12-24,Poker,28.47,27.9,0.57,132
S0000535,P00017,2024-12-07,Poker,38.24,36.39,1.85,98
S0000536,P00017,2024-11-17,Poker,37.32,35.53,1.79,23
S0000537,P00017,2024-09-07,Poker,14.61,13.81,0.8,143
S0000538,P00017,2024-04-20,Poker,18.31,17.8,0.51,143
S0000539,P00017,2024-06-09,Poker,9.6,9.16,0.44,163
S0000540,P00017,2024-09-03,Slots,25.0,23.64,1.36,99
S0000541,P00018,2024-10-13,Poker,28.41,27.59,0.82,159
S0000542,P00018,2024-12-25,Sports Betting,21.11,19.45,1.66,161
S0000543,P00018,2024-10-27,Slots,39.09,35.92,3.17,56
S0000544,P00018,2024-10-20,Sports Betting,6.86,6.71,0.15,59
S0000545,P00018,2024-12-13,Poker,46.4,43.96,2.44,123
S0000546,P00018,2024-10-31,Poker,17.59,17.05,0.54,77
S0000547,P00018,2024-11-24,Sports Betting,34.04,29.34,4.7,115
S0000548,P00018,2024-11-04,Poker,3.19,3.04,0.15,125
S0000549,P00018,2024-12-13,Poker,31.18,30.18,1.0,162
S0000550,P00019,2024-07-15,Poker,68.78,66.48,2.3,75
S0000551,P00019,2024-11-26,Live Casino,33.29,32.52,0.77,175
S0000552,P00019,2024-09-16,Poker,197.27,189.57,7.7,95
S0000553,P00019,2024-11-27,Live Casino,80.79,78.37,2.42,149
S0000554,P00019,2024-10-21,Live Casino,156.26,149.46,6.8,92
S0000555,P00019,2024-09-27,Poker,125.15,121.75,3.4,23
S0000556,P00019,2024-12-31,Poker,47.73,45.02,2.71,38
S0000557,P00019,2024-11-20,Poker,113.67,107.43,6.24,36
S0000558,P00019,2024-07-25,Poker,71.53,67.62,3.91,143
S0000559,P00019,2024-12-18,Poker,155.22,148.54,6.68,60
S0000560,P00019,2024-10-03,Poker,173.21,168.06,5.15,169
S0000561,P00019,2024-08-26,Live Casino,138.16,133.51,4.65,110
S0000562,P00019,2024-12-15,Poker,176.79,172.53,4.26,124
S0000563,P00019,2024-09-17,Poker,152.99,148.64,4.35,164
S0000564,P00019,2024-08-10,Poker,164.48,160.39,4.09,22
S0000565,P00019,2024-07-20,Poker,153.47,146.14,7.33,108
S0000566,P00019,2024-09-26,Poker,44.01,41.5,2.51,85
S0000567,P00019,2024-10-30,Poker,169.98,163.32,6.66,88
S0000568,P00019,2024-07-07,Poker,107.79,102.72,5.07,50
S0000569,P00019,2024-10-09,Poker,146.12,140.03,6.09,63
S0000570,P00020,2024-04-17,Slots,49.06,45.99,3.07,45
S0000571,P00020,2024-09-14,Table Games,17.61,17.19,0.42,177
S0000572,P00020,2024-02-07,Slots,4.95,4.77,0.18,169
S0000573,P00021,2023-06-14,Live Casino,931.8,893.29,38.51,75
S0000574,P00021,2024-06-16,Live Casino,331.52,317.91,13.61,106
S0000575,P00021,2024-08-07,Live Casino,68.95,66.48,2.47,84
S0000576,P00021,2024-10-08,Live Casino,71.95,71.04,0.91,56
S0000577,P00021,2024-11-30,Poker,89.06,84.87,4.19,80
S0000578,P00021,2023-06-24,Live Casino,581.26,571.02,10.24,77
S0000579,P00021,2023-07-24,Live Casino,722.93,693.75,29.18,113
S0000580,P00021,2024-01-23,Live Casino,262.99,250.01,12.98,139
S0000581,P00021,2024-12-07,Live Casino,287.81,284.2,3.61,15
S0000582,P00021,2023-08-19,Live Casino,144.87,143.35,1.52,80
S0000583,P00021,2024-01-08,Slots,229.45,216.25,13.2,25
S0000584,P00021,2024-06-02,Live Casino,873.79,846.75,27.04,127
S0000585,P00021,2024-07-22,Live Casino,875.74,840.62,35.12,131
S0000586,P00021,2024-10-23,Live Casino,326.14,315.83,10.31,95
S0000587,P00021,2024-05-20,Slots,947.04,870.61,76.43,165
S0000588,P00021,2023-07-31,Live Casino,271.12,262.85,8.27,28
S0000589,P00021,2024-10-27,Live Casino,947.22,928.66,18.56,124
S0000590,P00021,2024-10-12,Live Casino,212.62,206.15,6.47,109
S0000591,P00021,2023-11-02,Live Casino,277.69,270.49,7.2,54
S0000592,P00021,2024-05-07,Slots,508.99,473.67,35.32,137
S0000593,P00021,2024-06-02,Live Casino,894.11,860.77,33.34,83
S0000594,P00021,2024-06-27,Live Casino,985.74,939.95,45.79,129
S0000595,P00021,2024-03-22,Live Casino,650.58,630.63,19.95,7
S0000596,P00021,2024-11-25,Live Casino,639.42,621.12,18.3,83
S0000597,P00021,2024-11-25,Slots,363.58,351.59,11.99,147
S0000598,P00021,2024-12-31,Live Casino,654.26,627.45,26.81,157
S0000599,P00021,2023-06-07,Poker,775.77,736.57,39.2,96
S0000600,P00021,2024-09-18,Live Casino,844.91,827.88,17.03,51
S0000601,P00021,2023-12-20,Table Games,436.88,423.48,13.4,91
S0000602,P00021,2023-08-29,Live Casino,554.36,531.22,23.14,155
S0000603,P00021,2023-07-12,Table Games,253.96,246.25,7.71,169
S0000604,P00021,2023-04-17,Live Casino,960.26,927.02,33.24,110
S0000605,P00021,2024-08-03,Poker,141.36,134.4,6.96,32
S0000606,P00021,2024-05-19,Live Casino,610.8,585.49,25.31,104
S0000607,P00021,2024-10-19,Live Casino,802.68,783.76,18.92,153
S0000608,P00021,2024-02-24,Live Casino,856.39,815.88,40.51,128
S0000609,P00021,2023-04-23,Sports Betting,834.31,791.52,42.79,124
S0000610,P00021,2023-06-20,Live Casino,999.85,973.3,26.55,115
S0000611,P00021,2024-11-17,Live Casino,168.71,164.99,3.72,36
S0000612,P00021,2024-11-05,Poker,449.17,434.89,14.28,138
S0000613,P00021,2023-08-01,Slots,652.31,618.26,34.05,131
S0000614,P00021,2024-08-19,Slots,939.77,894.96,44.81,100
S0000615,P00021,2024-10-20,Live Casino,773.74,751.9,21.84,16
S0000616,P00021,2024-07-10,Live Casino,53.79,51.74,2.05,49
S0000617,P00021,2024-09-11,Live Casino,741.27,724.0,17.27,154
S0000618,P00021,2023-08-09,Live Casino,743.45,728.58,14.87,92
S0000619,P00022,2024-12-15,Sports Betting,256.63,256.77,-0.14,51
S0000620,P00022,2024-04-26,Sports Betting,679.68,709.98,-30.3,164
S0000621,P00022,2024-10-13,Slots,779.67,710.89,68.78,141
S0000622,P00022,2023-08-22,Table Games,490.2,472.62,17.58,134
S0000623,P00022,2024-04-10,Slots,671.11,614.28,56.83,79
S0000624,P00022,2024-10-23,Poker,986.18,934.18,52.0,116
S0000625,P00022,2024-12-05,Sports Betting,582.9,597.39,-14.49,177
S0000626,P00022,2023-09-18,Sports Betting,685.05,656.25,28.8,14
S0000627,P00022,2023-08-04,Sports Betting,952.91,901.74,51.17,32
S0000628,P00022,2023-07-21,Sports Betting,695.4,685.56,9.84,116
S0000629,P00022,2024-09-28,Sports Betting,674.73,675.08,-0.35,37
S0000630,P00022,2024-07-11,Slots,281.88,262.12,19.76,24
S0000631,P00022,2023-08-12,Sports Betting,316.27,270.68,45.59,87
S0000632,P00022,2023-12-09,Sports Betting,264.71,251.25,13.46,150
S0000633,P00022,2023-11-29,Sports Betting,470.6,482.75,-12.15,107
S0000634,P00022,2023-11-14,Sports Betting,60.93,54.73,6.2,78
S0000635,P00022,2023-08-16,Sports Betting,575.82,530.92,44.9,79
S0000636,P00022,2024-07-24,Sports Betting,142.8,149.72,-6.92,87
S0000637,P00022,2023-08-25,Sports Betting,903.11,873.97,29.14,126
S0000638,P00022,2023-11-04,Sports Betting,81.06,77.76,3.3,137
S0000639,P00022,2024-09-08,Sports Betting,834.92,742.32,92.6,6
S0000640,P00022,2024-05-18,Sports Betting,578.82,554.59,24.23,84
S0000641,P00022,2024-08-01,Slots,453.77,430.59,23.18,110
S0000642,P00022,2024-03-02,Sports Betting,636.03,568.99,67.04,78
S0000643,P00022,2024-03-15,Sports Betting,573.84,573.94,-0.1,104
S0000644,P00022,2023-11-17,Sports Betting,847.39,866.48,-19.09,15
S0000645,P00022,2024-08-02,Table Games,687.46,671.85,15.61,52
S0000646,P00022,2023-06-30,Sports Betting,406.51,374.79,31.72,63
S0000647,P00022,2024-12-05,Poker,371.02,356.22,14.8,24
S0000648,P00022,2024-07-17,Slots,299.49,289.86,9.63,124
S0000649,P00022,2024-02-14,Sports Betting,525.36,523.8,1.56,72
S0000650,P00022,2023-10-23,Sports Betting,434.82,398.18,36.64,88
S0000651,P00022,2024-10-01,Sports Betting,556.68,531.5,25.18,150
S0000652,P00022,2023-06-26,Sports Betting,211.73,221.04,-9.31,35
S0000653,P00022,2024-12-19,Sports Betting,392.47,351.71,40.76,143
S0000654,P00022,2023-09-24,Sports Betting,692.0,695.62,-3.62,150
S0000655,P00022,2023-08-14,Poker,558.9,547.64,11.26,64
S0000656,P00022,2023-12-10,Table Games,893.96,859.39,34.57,134
S0000657,P00022,2024-08-30,Table Games,657.01,633.19,23.82,70
S0000658,P00022,2024-04-16,Sports Betting,677.86,621.04,56.82,115
S0000659,P00022,2023-09-18,Table Games,223.15,217.37,5.78,129
S0000660,P00022,2024-02-21,Sports Betting,100.18,96.27,3.91,28
S0000661,P00022,2023-11-11,Sports Betting,662.64,637.26,25.38,160
S0000662,P00022,2024-04-30,Sports Betting,323.03,336.59,-13.56,40
S0000663,P00022,2023-08-05,Sports Betting,952.19,838.79,113.4,94
S0000664,P00022,2023-12-09,Live Casino,562.9,549.58,13.32,5
S0000665,P00022,2023-11-16,Sports Betting,145.76,148.17,-2.41,101
S0000666,P00022,2024-02-24,Sports Betting,943.63,891.75,51.88,128
S0000667,P00022,2023-07-14,Sports Betting,605.26,600.99,4.27,15
S0000668,P00022,2024-12-23,Sports Betting,981.57,843.96,137.61,125
S0000669,P00022,2023-12-20,Sports Betting,449.52,439.2,10.32,56
S0000670,P00022,2024-07-31,Sports Betting,634.42,642.48,-8.06,140
S0000671,P00022,2024-11-19,Sports Betting,232.09,235.28,-3.19,103
S0000672,P00022,2024-10-22,Sports Betting,795.79,761.35,34.44,169
S0000673,P00022,2024-11-13,Sports Betting,252.08,246.32,5.76,145
S0000674,P00022,2024-06-12,Sports Betting,928.41,897.3,31.11,157
S0000675,P00022,2024-06-17,Sports Betting,586.77,609.45,-22.68,95
S0000676,P00022,2024-01-24,Sports Betting,533.75,491.85,41.9,127
S0000677,P00022,2023-06-27,Sports Betting,961.46,832.96,128.5,61
S0000678,P00022,2024-04-02,Sports Betting,177.75,152.03,25.72,73
S0000679,P00022,2023-08-28,Sports Betting,815.87,699.76,116.11,90
S0000680,P00022,2024-12-18,Live Casino,643.58,636.37,7.21,142
S0000681,P00022,2023-12-08,Sports Betting,718.6,629.07,89.53,148
S0000682,P00022,2023-07-24,Sports Betting,810.73,726.09,84.64,59
S0000683,P00022,2024-07-23,Live Casino,726.29,715.51,10.78,32
S0000684,P00022,2024-02-09,Sports Betting,123.72,119.83,3.89,96
S0000685,P00022,2023-12-02,Sports Betting,427.9,447.15,-19.25,94
S0000686,P00022,2024-07-13,Sports Betting,497.56,489.42,8.14,40
S0000687,P00022,2024-08-11,Sports Betting,109.16,95.53,13.63,22
S0000688,P00022,2024-04-24,Sports Betting,992.69,945.48,47.21,97
S0000689,P00022,2024-04-17,Sports Betting,129.22,120.53,8.69,78
S0000690,P00022,2024-11-01,Sports Betting,464.84,466.71,-1.87,65
S0000691,P00022,2024-11-27,Sports Betting,608.99,539.49,69.5,51
S0000692,P00022,2024-02-04,Sports Betting,634.62,556.87,77.75,18
S0000693,P00022,2024-09-26,Sports Betting,521.85,482.36,39.49,69
S0000694,P00022,2024-07-06,Sports Betting,226.2,229.95,-3.75,29
S0000695,P00022,2023-11-06,Sports Betting,104.75,89.28,15.47,80
S0000696,P00023,2024-12-21,Table Games,171.82,166.14,5.68,102
S0000697,P00023,2024-12-11,Table Games,57.65,56.61,1.04,138
S0000698,P00023,2024-12-22,Table Games,36.59,35.51,1.08,136
S0000699,P00023,2024-12-21,Table Games,167.03,162.64,4.39,112
S0000700,P00023,2024-12-18,Live Casino,49.84,48.59,1.25,53
S0000701,P00023,2024-12-08,Sports Betting,34.85,33.42,1.43,166
S0000702,P00023,2024-12-23,Table Games,114.14,111.07,3.07,30
S0000703,P00023,2024-12-11,Table Games,175.4,171.61,3.79,66
S0000704,P00023,2024-12-10,Sports Betting,80.83,77.91,2.92,157
S0000705,P00023,2024-12-18,Table Games,34.62,33.85,0.77,149
S0000706,P00023,2024-12-19,Poker,118.16,115.47,2.69,150
S0000707,P00024,2024-10-14,Poker,49.39,46.45,2.94,108
S0000708,P00024,2024-07-15,Poker,25.25,24.65,0.6,50
S0000709,P00025,2024-12-28,Live Casino,33.04,32.21,0.83,122
S0000710,P00025,2024-12-28,Slots,18.77,17.61,1.16,92
S0000711,P00025,2024-12-29,Slots,44.49,41.18,3.31,43
S0000712,P00025,2024-12-25,Live Casino,18.37,17.46,0.91,41
S0000713,P00025,2024-12-30,Slots,5.66,5.22,0.44,103
S0000714,P00025,2024-12-25,Sports Betting,21.97,22.69,-0.72,38
S0000715,P00026,2024-07-09,Poker,14.34,13.79,0.55,81
S0000716,P00026,2024-10-01,Poker,32.75,31.27,1.48,51
S0000717,P00026,2024-07-07,Poker,43.66,42.11,1.55,164
S0000718,P00026,2024-10-26,Live Casino,43.34,42.27,1.07,55
S0000719,P00027,2024-10-28,Sports Betting,260.81,229.66,31.15,173
S0000720,P00027,2024-11-30,Table Games,370.24,356.92,13.32,105
S0000721,P00027,2024-09-06,Sports Betting,275.71,257.93,17.78,78
S0000722,P00027,2024-10-20,Sports Betting,817.26,807.76,9.5,67
S0000723,P00027,2024-08-13,Table Games,856.05,824.04,32.01,123
S0000724,P00027,2024-09-16,Sports Betting,142.98,131.71,11.27,175
S0000725,P00027,2024-12-25,Sports Betting,509.18,501.7,7.48,47
S0000726,P00027,2024-11-26,Sports Betting,874.02,760.3,113.72,52
S0000727,P00027,2024-08-21,Sports Betting,600.61,542.64,57.97,118
S0000728,P00027,2024-11-22,Sports Betting,418.96,362.4,56.56,120
S0000729,P00027,2024-09-16,Live Casino,340.29,332.82,7.47,84
S0000730,P00027,2024-11-22,Sports Betting,70.51,69.73,0.78,62
S0000731,P00027,2024-08-22,Slots,236.52,228.13,8.39,42
S0000732,P00027,2024-09-30,Sports Betting,811.64,743.45,68.19,67
S0000733,P00027,2024-12-15,Table Games,62.89,60.91,1.98,30
